polarity,tweetId,dateTime,query,username,tweet,likes,retweets
0,1550818122,Sat Apr 18 07:21:09 PDT 2009,NO_QUERY,MissLaura317,"I hate ppl. I hate ppl who tear down trees. I hate ppl who tear down trees for unnecessary construction. Decades of growth, gone. Ughh. ",2482,259
0,1550900222,Sat Apr 18 07:35:00 PDT 2009,NO_QUERY,amazingphoebe,MY INTERNET IS SOMEWHAT WORKING! I want seb ,1848,271
0,1550992159,Sat Apr 18 07:50:49 PDT 2009,NO_QUERY,amazingphoebe,12.20 and still nothing ,662,68
0,1551085750,Sat Apr 18 08:06:33 PDT 2009,NO_QUERY,pearlbones,totally need the toilet. got told my ben and jerrys failed at life ,2967,58
0,1551085874,Sat Apr 18 08:06:34 PDT 2009,NO_QUERY,Sims_Galore,damn missed #F1 Qualifying! Fell Asleep before 6am!!!!! ,355,7
0,1551303198,Sat Apr 18 08:41:47 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek with someone  I know I hurt you, and that's why I'm sorry ",1743,177
0,1551396036,Sat Apr 18 08:56:55 PDT 2009,NO_QUERY,damohopo,@Jason_Manford that's banned from my house for being 'trash'  I'm so weak,2224,207
0,1551583923,Sat Apr 18 09:26:32 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek don't, please  I haven't spoken to him! in all the times I've known him, I have never had the chance to be alone with him!",2652,283
0,1551745337,Sat Apr 18 09:51:53 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek I don't think I want to get it sebby, I'm really scared  don't say that  I love you so much  xoxox",2469,141
0,1551799745,Sat Apr 18 10:00:20 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek I didnt have a choice, she was trying to get you against me, she told me she'd do it too  she's a cunt, she doesn't care, and",2977,80
0,1551896853,Sat Apr 18 10:15:20 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek but you didn't and I'm scared oneday you just won't say it again  but what about when you've hurt me, it hasn't made me want t",2517,77
0,1551927574,Sat Apr 18 10:20:11 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek okay, goodnight, I love you so much xxxx I'm sorry, too ",2022,34
0,1551973433,Sat Apr 18 10:27:21 PDT 2009,NO_QUERY,jemjem1983,"@_ophelia danny wasn't there  just angela, craig and Robert!! Was a great day though ",2280,166
0,1552033385,Sat Apr 18 10:36:46 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek I kind of have to, for myself  you don't like me though  sweet dreams love  xoxoxoxoxox",1549,133
0,1553636818,Sat Apr 18 14:48:17 PDT 2009,NO_QUERY,zenjar,Where'd that mr pepper dude go  (via #zenjar ),288,38
0,1553852571,Sat Apr 18 15:23:17 PDT 2009,NO_QUERY,Boddingtons,@triplepatte what's wrong? ,2697,182
0,1554066554,Sat Apr 18 15:58:40 PDT 2009,NO_QUERY,scribblegurl,@calliean i have no idea what that's in reference to. ,369,90
0,1554133453,Sat Apr 18 16:09:37 PDT 2009,NO_QUERY,hellorachael,@frazj http://twitpic.com/3eh4y - i wish i was still on holiday ,861,73
0,1554423521,Sat Apr 18 16:57:28 PDT 2009,NO_QUERY,pearlbones,@davefmv i hate football people as much as i hate female singers ,2216,151
0,1555781183,Sat Apr 18 20:40:29 PDT 2009,NO_QUERY,zarazombie,@deasaurr iya dong xD haha . OMFG aku nangis baca itu  sad and absolutely beautiful &lt;3,720,7
0,1555842701,Sat Apr 18 20:51:12 PDT 2009,NO_QUERY,mnrmg,"@saalon the street racing was lame, and the shift from college to degrassi was awkward. and the J.T. death was just uncomfortable ",1698,239
0,1556026907,Sat Apr 18 21:24:46 PDT 2009,NO_QUERY,zarazombie,@deasaurr http://tinyurl.com/d6x6yj this ,2601,213
0,1556036691,Sat Apr 18 21:26:36 PDT 2009,NO_QUERY,amazingphoebe,/gets ready for work. ,866,48
0,1556138925,Sat Apr 18 21:46:31 PDT 2009,NO_QUERY,zarazombie,@deasaurr me too  awww,2938,222
0,1556165576,Sat Apr 18 21:51:46 PDT 2009,NO_QUERY,DaisyFab,Damn! I love my Nigga. But how can I tell him his girl looks like the shit out my hamster's ass?? Its not even a joke ,2079,35
0,1556330292,Sat Apr 18 22:25:49 PDT 2009,NO_QUERY,MissLaura317,@januarycrimson I don't want to go to bed  I want to talk to you &amp; the other KBitches! Rawr. Stupid sleep calling me...!,2091,121
0,1556397493,Sat Apr 18 22:40:54 PDT 2009,NO_QUERY,MissLaura317,@januarycrimson I think I may head to bed then. Sadness.  I never go to bed this early. lol Ily &amp; the girlies! &lt;3 And our son James. ;),1053,284
0,1556466099,Sat Apr 18 22:56:52 PDT 2009,NO_QUERY,willtompsett,@rjreid I'm up because my 3 year old son told me to be!  ...like he does everyday!,2300,163
0,1556526716,Sat Apr 18 23:11:28 PDT 2009,NO_QUERY,lizamtl,"@kboudit  im sorry! LOL damn, but i know how u feel... took me a while myself... trust me!!!",700,118
0,1556778355,Sun Apr 19 00:18:06 PDT 2009,NO_QUERY,Sims_Galore,god #F1 = boring at the moment ,775,19
0,1556906764,Sun Apr 19 00:57:00 PDT 2009,NO_QUERY,lovejonas_x,Have a good day everyone ...back to school 2mrw ,2769,276
0,1556939960,Sun Apr 19 01:07:24 PDT 2009,NO_QUERY,iamloz_JsPR,@iamwhoever favour ... can u write song title before u blip .. I can't tell off my iPhone ,1104,27
0,1556950286,Sun Apr 19 01:10:47 PDT 2009,NO_QUERY,iamloz_JsPR,@stealthsbodygrd Sunday today blaahhh .. work tomoro so quiet night ,2767,96
0,1557022984,Sun Apr 19 01:34:51 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek unless you want to go out? or you don't want to do anything?  well, your the one leaving, so...? :/ fbuewgbuer i love you too",1525,267
0,1557135512,Sun Apr 19 02:12:52 PDT 2009,NO_QUERY,Tittch,@EverywhereTrip Fake deaths are very common online. I'd take it with a pinch of salt if I were you. It's not nice. ,264,148
0,1557135827,Sun Apr 19 02:12:59 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek babe, what did you do?!  I didn't want to get you angry at me ",2987,12
0,1557158151,Sun Apr 19 02:21:05 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i did want you to stay, but after last night i'm all scared of pissing you off again  i don't want you to not like me again ",2214,214
0,1557158523,Sun Apr 19 02:21:14 PDT 2009,NO_QUERY,scribblegurl,"@ODannyGirl7 but, those are my solid summertime views.  july/august is WAY too late. ",126,204
0,1557181176,Sun Apr 19 02:29:39 PDT 2009,NO_QUERY,maliajonas,cbf doing homework ! but i have to ,1832,264
0,1557181376,Sun Apr 19 02:29:43 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek everything i want you to say, would just be a lie  i love you too ",390,131
0,1557200931,Sun Apr 19 02:36:48 PDT 2009,NO_QUERY,zarazombie,i need someone who can teach me how to make this http://tinyurl.com/cumeal ,281,205
0,1557228054,Sun Apr 19 02:46:56 PDT 2009,NO_QUERY,maliajonas,gahh i hate homework !!! ,991,295
0,1557235928,Sun Apr 19 02:50:03 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek i do believe you  i love you too ,1489,56
0,1557254577,Sun Apr 19 02:57:23 PDT 2009,NO_QUERY,iamloz_JsPR,@iamwhoever - i wonder how many ppl right now are @replying with advice ....  .. say to them &quot;walk in my shoes&quot; ... no one can judge,2440,243
0,1557363382,Sun Apr 19 03:39:08 PDT 2009,NO_QUERY,docbaty,@maadonna My inbox is at 5; but the to-do list is over 30 ,650,109
0,1557457576,Sun Apr 19 04:14:07 PDT 2009,NO_QUERY,iamloz_JsPR,@iamwhoever -  ... that they do,1492,229
0,1557491960,Sun Apr 19 04:26:30 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i love you too sebby, how's your ankle? ",2603,237
0,1557507583,Sun Apr 19 04:31:58 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek give me a time and i'll be there babe ,872,158
0,1557563083,Sun Apr 19 04:51:24 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek it's not a sad thingggg ,323,281
0,1557631486,Sun Apr 19 05:13:26 PDT 2009,NO_QUERY,maliajonas,@helenaanneh omg that's sooo good !  ahh i love them so much !!!,2449,244
0,1557657230,Sun Apr 19 05:21:36 PDT 2009,NO_QUERY,maliajonas,"@helenaanneh i know!! the more i see them, the more upset i get ",1774,199
0,1557658100,Sun Apr 19 05:21:53 PDT 2009,NO_QUERY,kyoisorange,@mayawesome Same.  WORD IS LOADING,2126,74
0,1557695121,Sun Apr 19 05:33:11 PDT 2009,NO_QUERY,Boddingtons,@Sweet_Candii you smashed your pancakes ,2546,67
0,1557705186,Sun Apr 19 05:36:13 PDT 2009,NO_QUERY,pearlbones,trying to use the force to get the pan au chocolates over to the bed! ,1287,173
0,1557759209,Sun Apr 19 05:52:18 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i'm sorry, i'm a fuckhead (NNN) but anyway, i know your leaving so we wont fight  and if you don't see a point, them i wont ",11,83
0,1557762356,Sun Apr 19 05:53:15 PDT 2009,NO_QUERY,DominaCaffeine,Damn bead shop place is shut on Sundays so no beads  boo.  Also tooth ache has returned I am gonna have to be tortured tomorrow ,1110,60
0,1557774807,Sun Apr 19 05:56:46 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i do, i'm sorry, i was just agitated and shit  if you want me there i'll be there, and i wont try &amp; fight with you anymore ",2604,195
0,1557776772,Sun Apr 19 05:57:19 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek i understand ,342,116
0,1557782051,Sun Apr 19 05:58:48 PDT 2009,NO_QUERY,kyoisorange,@laurzzzz Well. I had to get up at 12. My mumma woke me up. ,238,101
0,1557783205,Sun Apr 19 05:59:09 PDT 2009,NO_QUERY,pearlbones,i gots my side of the bed all crummy ,521,274
0,1557795845,Sun Apr 19 06:02:17 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek because of mum and dad fighting and stuff (N) okay sebby, i'll try my hardest  don't thank me, i'm an idiot ",1317,192
0,1557812270,Sun Apr 19 06:06:47 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek yeah, i promise sebby (Y) yeah, i get that, but i do, i can't fight with you ",1069,278
0,1557854718,Sun Apr 19 06:18:07 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek hmkay  i'm going to stab whats his face in a minute :/,2005,116
0,1557895122,Sun Apr 19 06:28:23 PDT 2009,NO_QUERY,kyoisorange,Being forced to go to Borders. ,2116,173
0,1557899790,Sun Apr 19 06:29:34 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek true  i hate fighting with you ,1113,73
0,1558022709,Sun Apr 19 06:58:57 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek no more fighting ,2762,192
0,1558043994,Sun Apr 19 07:03:27 PDT 2009,NO_QUERY,Boddingtons,@tsarnick yep - they have been losing tho... ,209,101
0,1558181406,Sun Apr 19 07:32:45 PDT 2009,NO_QUERY,zarazombie,@anti_is_faggot TABI I'M BEGGING YOU ,2224,277
0,1558532058,Sun Apr 19 08:39:46 PDT 2009,NO_QUERY,vickyjones91,"@samm_xo same, shes amazing! i really wanted to see her at wembley with jonas, but i cant!  x",2317,127
0,1559059185,Sun Apr 19 10:08:50 PDT 2009,NO_QUERY,emmaluxton,@rachmurrayX you fucker... I have 15 exams. Shittt.. ,2517,34
0,1559069784,Sun Apr 19 10:10:32 PDT 2009,NO_QUERY,kyoisorange,@mayawesome Hmm. Sometimes. Depends what subject in Chem. But Chemistry comes under Science. I hate Science. Im awful at it ,2243,290
0,1559099502,Sun Apr 19 10:15:23 PDT 2009,NO_QUERY,kyoisorange,@MaddieFoo I would. But i cant get my ds online? ,1331,175
0,1559418332,Sun Apr 19 11:05:16 PDT 2009,NO_QUERY,zenjar,Why doesn't she love me ?  (via #zenjar ),1048,108
0,1559702523,Sun Apr 19 11:49:56 PDT 2009,NO_QUERY,vickyjones91,doesnt want school tomorrow  ew ew ew,528,16
0,1559735786,Sun Apr 19 11:55:04 PDT 2009,NO_QUERY,vickyjones91,need to have a shower finish my english essay and do my german questions :S bad times ,1247,155
0,1559800481,Sun Apr 19 12:04:46 PDT 2009,NO_QUERY,kyoisorange,I hate how once they break up they don't get back together until like the last episode ,2052,215
0,1559835166,Sun Apr 19 12:10:06 PDT 2009,NO_QUERY,Boddingtons,@RPatZHood the phillies...I am a season ticket holder....they are lookin like crap! ,668,121
0,1559929834,Sun Apr 19 12:24:42 PDT 2009,NO_QUERY,kyoisorange,@selenagomez I havent even seen it once yet. ,2204,110
0,1562354926,Sun Apr 19 19:47:13 PDT 2009,NO_QUERY,caseysevenfold,@shaundiviney Wish I could come see you  Living in Queensland sure does suck sometimes,509,41
0,1563466252,Sun Apr 19 22:56:53 PDT 2009,NO_QUERY,caseysevenfold,@janabelle_xo The Mabo case ,40,26
0,1563504300,Sun Apr 19 23:05:24 PDT 2009,NO_QUERY,gerrymoth,I've just eaten 1/2 my lunch and its only 7am ,2684,48
0,1563514043,Sun Apr 19 23:07:40 PDT 2009,NO_QUERY,Celz29,attempting to read harry potter and half blood prince again.. i got to da middle of chapter 5 last time... so hard since twilight! ,1047,2
0,1563572459,Sun Apr 19 23:21:26 PDT 2009,NO_QUERY,pearlbones,I just freaked because its so sunny-i thought it was like 12 n we miss our bus hahaa ,1587,128
0,1563610664,Sun Apr 19 23:30:40 PDT 2009,NO_QUERY,normaltusker,working on the tax computation sheet! the break up calculation is one hell! ,2680,188
0,1563734375,Mon Apr 20 00:01:57 PDT 2009,NO_QUERY,caseysevenfold,"@GyroscopeMusic Hell yes wooo! Mannn I want to see you live again, but I have to fucking work on the back you go to Brissy with TLE ",1852,10
0,1563735005,Mon Apr 20 00:02:06 PDT 2009,NO_QUERY,lovejonas_x,@ddlovato have a great day Demi i have school  haha x,1286,155
0,1563735765,Mon Apr 20 00:02:18 PDT 2009,NO_QUERY,caseysevenfold,"@GyroscopeMusic Hell yes wooo! Mannn I want to see you live again, but I have to fucking work on the day you go to Brissy with TLE ",510,270
0,1563846303,Mon Apr 20 00:32:02 PDT 2009,NO_QUERY,MissXu,"is nostalgic, some of my happiest moments were born here, I miss u Netscape.  http://twitpic.com/3naqf",1878,156
0,1563860306,Mon Apr 20 00:36:03 PDT 2009,NO_QUERY,willtompsett,@danblank000 Seems like more than one sometimes ,749,146
0,1563896205,Mon Apr 20 00:46:02 PDT 2009,NO_QUERY,pearlbones,i'm up for a big box from krispy kreme &amp; tesco pasta pot. IM SOO EXCITED FOR THIS BUS JORNEY ,1897,209
0,1563975676,Mon Apr 20 01:08:35 PDT 2009,NO_QUERY,Itxi_Itx,Bad news: they might have to lift my whole floor to renew this friggin' beam! Fingers crossed it ends in my hallway! ,2941,259
0,1564098728,Mon Apr 20 01:46:04 PDT 2009,NO_QUERY,willtompsett,@salandpepper Being just a father and husband I don't really get a vote ,2656,129
0,1564137849,Mon Apr 20 01:58:15 PDT 2009,NO_QUERY,PaterzAttack,Have to leave at 8 tomorrow morning... ,1111,267
0,1564297701,Mon Apr 20 02:47:44 PDT 2009,NO_QUERY,normaltusker,@gautamghosh could possibly be so! i mean how do we know which indian celebrity is online for real! could be very much fake! ,1203,166
0,1564314826,Mon Apr 20 02:52:58 PDT 2009,NO_QUERY,normaltusker,@Suksy yeah buddy!!! that is what is the feeling sometimes! so many responsibilities!!! ,1264,196
0,1564413992,Mon Apr 20 03:22:37 PDT 2009,NO_QUERY,pearlbones,daddy gee is annoyed I never got him a top ,1517,67
0,1564537175,Mon Apr 20 03:57:07 PDT 2009,NO_QUERY,normaltusker,@cruisemaniac this fellow wants some water fun too!! i told him that seriously 7k was too less to organize! he won't listen! ,2568,82
0,1564582291,Mon Apr 20 04:08:23 PDT 2009,NO_QUERY,gerrymoth,"Out a drive in the countryside stuck behind a tractor pulling a trailer full of manure, oh the joy! ",1080,269
0,1564617785,Mon Apr 20 04:17:18 PDT 2009,NO_QUERY,normaltusker,it's been freaking long since i last read a good book. a trip to the bookstore is due but dunno if i can go this weekend! ,1319,120
0,1564802374,Mon Apr 20 04:58:47 PDT 2009,NO_QUERY,PaterzAttack,"goodnight, 37 followers. early night for me... gotta wake up real early tomorrow ",2980,255
0,1564908498,Mon Apr 20 05:19:35 PDT 2009,NO_QUERY,maliajonas,am i a bitch? latley i feel like one ,1805,239
0,1565039845,Mon Apr 20 05:43:29 PDT 2009,NO_QUERY,PaterzAttack,@flickaddi wooooo! (and omg! you so signed out just as i was about to talk to you  ),2758,58
0,1565158392,Mon Apr 20 06:03:17 PDT 2009,NO_QUERY,Bizarre57,"Pleasant, sunny day - what are we doing inside?  ",912,250
0,1565387140,Mon Apr 20 06:38:03 PDT 2009,NO_QUERY,snipeyhead,"@Rhonni Yeah - its only 5 days, but I miss him already ",1455,36
0,1565497652,Mon Apr 20 06:53:59 PDT 2009,NO_QUERY,PaterzAttack,"i think i might just go to bed if a certain someone doesn't start making sense, no matter how much it pains me ",1626,232
0,1565722553,Mon Apr 20 07:24:42 PDT 2009,NO_QUERY,mnrmg,good morning! my dad called my cell really early  leave me alone lol,2954,94
0,1565839042,Mon Apr 20 07:39:55 PDT 2009,NO_QUERY,willtompsett,"@KatieS_H I know, I'm thoroughly ashamed of myself and feel dirty and corrupted ",279,277
0,1573044821,Mon Apr 20 23:30:16 PDT 2009,NO_QUERY,iamloz_JsPR,@rob_alexander - im not that bad ! haha ... but i do miss them  hehe,1807,137
0,1573300864,Tue Apr 21 00:33:16 PDT 2009,NO_QUERY,rbuerckner,@rdrose I tried that didn't work there is a red flashing light 'roll' on the control panel at the gas unit ,53,204
0,1573420238,Tue Apr 21 01:05:09 PDT 2009,NO_QUERY,jbfanforever94,"does anyone know if Nick J has a personal twitter? I know K2 and Danger each have one, but I couldn't find Mr. President. ",1022,294
0,1573439839,Tue Apr 21 01:10:41 PDT 2009,NO_QUERY,scribblegurl,not the least being my tummy's upset. (the othr is unassuageable guilt. y don't i just march right up 2 wilbr &amp; tell him he's delicious?) ,2705,247
0,1573450924,Tue Apr 21 01:13:48 PDT 2009,NO_QUERY,scribblegurl,@calliean nom no.   reiki?,2057,274
0,1573690755,Tue Apr 21 02:23:05 PDT 2009,NO_QUERY,pearlbones,my back is so sore its tingling ,1981,50
0,1573733321,Tue Apr 21 02:35:50 PDT 2009,NO_QUERY,gerrymoth,looks like I might need to reflash the E71. The WEB browser wont open ,1584,274
0,1573749820,Tue Apr 21 02:40:41 PDT 2009,NO_QUERY,pearlbones,@davefmv shut up!!!! ,2105,63
0,1573768444,Tue Apr 21 02:46:04 PDT 2009,NO_QUERY,iamloz_JsPR,@Lyrical_Gangsta  wat .. and why are u up so early J,1631,151
0,1573798143,Tue Apr 21 02:54:42 PDT 2009,NO_QUERY,gerrymoth,AAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH! E71 is now crashing during setting changes. Backing up all data in prep for reflash tonight ,2406,39
0,1573894902,Tue Apr 21 03:21:44 PDT 2009,NO_QUERY,gerrymoth,"@suryasnair I have FW v210 on the E71, its been fine for ages, just playing up in the last week i'd say ",1481,131
0,1675955175,Fri May 01 20:43:55 PDT 2009,NO_QUERY,scarletmandy,@ScissorHands2 havent seen him anywhere ,2266,151
0,1676390055,Fri May 01 21:54:25 PDT 2009,NO_QUERY,zenjar,Christopher Robin and Pooh decided to have Piglet put down.  (via #zenjar ),800,180
0,1676397449,Fri May 01 21:55:44 PDT 2009,NO_QUERY,zenjar,I'm tired and I wanna go to bed but I was stupid and told my husband about this app so now he is addicted and he wont get off...waaa  ...,2416,294
0,1676512425,Fri May 01 22:16:10 PDT 2009,NO_QUERY,lizamtl,@TRACTAHPULL @_writersblock_ i missed u crazies.............. ,2636,285
0,1676587139,Fri May 01 22:30:22 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek don't take it to heart love, i'm only jokinggg ",2464,135
0,1676608831,Fri May 01 22:34:27 PDT 2009,NO_QUERY,scribblegurl,anybody know a nice herbal way to kill moths?  i have a major problem. ,450,13
0,1676625790,Fri May 01 22:37:48 PDT 2009,NO_QUERY,SUGARvampchick,@yolibonilla yeah me neither.. kicks self ,139,117
0,1676709702,Fri May 01 22:55:11 PDT 2009,NO_QUERY,archangelmaggie,"@Hatz94 WHAT?!because of David?  makes me want to cry. who would do that?! you're really strong for not telling him that, he would hate it",1480,10
0,1676728516,Fri May 01 22:59:21 PDT 2009,NO_QUERY,iamloz_JsPR,@just_J_ I'm in Europe when ACL is on  ... would have been awsome !,2424,114
0,1676749949,Fri May 01 23:03:47 PDT 2009,NO_QUERY,archangelmaggie,"@Hatz94 lol it's like 2 AM here, hooray! but are you like, clinically diagnosed with it? is there medicine you could take or something? ",2574,228
0,1676761407,Fri May 01 23:06:12 PDT 2009,NO_QUERY,archangelmaggie,@JennyJin89 i couldn't agree more. that just makes me so...disappointed and sad  good for him though!,2937,226
0,1676796494,Fri May 01 23:13:51 PDT 2009,NO_QUERY,archangelmaggie,"@davidismyangel  yay! but omg, that seriously upset me what Daniel said  poorr him! and what would David think? D: P.S. 500th update!",860,94
0,1676870897,Fri May 01 23:31:11 PDT 2009,NO_QUERY,SUGARvampchick,@HOTTVampChick stupid twitter i dont have any more DMs from you ,1349,140
0,1676883238,Fri May 01 23:34:04 PDT 2009,NO_QUERY,PaterzAttack,why are most people only on msn on school nights? ,124,71
0,1677049009,Sat May 02 00:14:28 PDT 2009,NO_QUERY,PaterzAttack,@flickaddi its doing that with my friend requests ,2879,277
0,1677088531,Sat May 02 00:24:36 PDT 2009,NO_QUERY,PaterzAttack,stupid keyboard! that was meant to be a ,581,256
0,1677149550,Sat May 02 00:40:33 PDT 2009,NO_QUERY,lovejonas_x,@TheRealJordin tell me about it! Its even worse on my phone   x x,1600,146
0,1677187667,Sat May 02 00:51:04 PDT 2009,NO_QUERY,archangelmaggie,"@jessica_graore oh i can still go to his page! i don't have to request him, i don't think...aww man that's weird, why'd he block you?  lol",1515,137
0,1677393365,Sat May 02 01:50:53 PDT 2009,NO_QUERY,pearlbones,i woke up with my dog licking my face ,1545,39
0,1677530990,Sat May 02 02:34:40 PDT 2009,NO_QUERY,PembsDave,@Welshgirl35 Sowwy  If i go to my room - will you follow me ?,1143,211
0,1677591936,Sat May 02 02:55:27 PDT 2009,NO_QUERY,PembsDave,@EmmaRhoyds 2&quot; ? it would bloody fall off mine! ,2755,51
0,1677717454,Sat May 02 03:36:05 PDT 2009,NO_QUERY,PaterzAttack,I have a massive headache ,2492,110
0,1677787699,Sat May 02 03:59:51 PDT 2009,NO_QUERY,willtompsett,@Claire_Cordon @Nuff55 Everyone's a critic  When did you girls start developing standards anyway? ;-),461,5
0,1677954449,Sat May 02 04:50:52 PDT 2009,NO_QUERY,faiznurdavid,"@harleendavid I knowww!  haha yeah, I'm gonna miss my chocoholic ",1743,56
0,1677976901,Sat May 02 04:57:12 PDT 2009,NO_QUERY,NikFreeman,I don't think breaking these shoes in today was a good idea... ,2153,290
0,1678059027,Sat May 02 05:19:04 PDT 2009,NO_QUERY,FizzyDuck,@rmolden It'll be memorable though right? Shame about the rain though ,2909,141
0,1678122781,Sat May 02 05:35:23 PDT 2009,NO_QUERY,WLxboxRox56,3-3 woo! but they pulled it backright at the end ,1539,237
0,1678213208,Sat May 02 05:56:30 PDT 2009,NO_QUERY,archangelmaggie,@jessica_graore awwwwww man i'm sorry! that stinks!!  maybe he did it by accident?,1763,191
0,1678460155,Sat May 02 06:46:43 PDT 2009,NO_QUERY,NikFreeman,@ainzneal I knoooowww I'm really hurting right now. I don't want my coworkers to see me like this ,1322,85
0,1678597035,Sat May 02 07:11:39 PDT 2009,NO_QUERY,zenjar,He has the most gorgeous blue eyes but they belong to someone else  (via #zenjar ),638,210
0,1679152237,Sat May 02 08:39:43 PDT 2009,NO_QUERY,its_me_betty,"@KariewithaK Taranis, haven't gotten to play in weeks my son took over my acct  lol",1122,39
0,1679831716,Sat May 02 10:16:53 PDT 2009,NO_QUERY,SUGARvampchick,@DDubLover uh oh u sound like me ,2010,112
0,1679860113,Sat May 02 10:20:52 PDT 2009,NO_QUERY,Itxi_Itx,"@Eyglo Yeah, I was wondering about that: no leg of man in ketchup covered pigeon came my way last nite...I feel dooped...  *sigh*",266,37
