polarity,tweetId,dateTime,query,username,tweet,likes,retweets,ParseDate,Weekday,Day,Month,Year,yearMonth,Date,Entity
0,1554423521,Sat Apr 18 16:57:28 PDT 2009,NO_QUERY,pearlbones,@davefmv i hate football people as much as i hate female singers ,2216,151,4/18/2009 16:57,5,Saturday,April,2009,2009_April,18,@davefmv
0,1555781183,Sat Apr 18 20:40:29 PDT 2009,NO_QUERY,zarazombie,@deasaurr iya dong xD haha . OMFG aku nangis baca itu  sad and absolutely beautiful &lt;3,720,7,4/18/2009 20:40,5,Saturday,April,2009,2009_April,18,none
0,1555842701,Sat Apr 18 20:51:12 PDT 2009,NO_QUERY,mnrmg,"@saalon the street racing was lame, and the shift from college to degrassi was awkward. and the J.T. death was just uncomfortable ",1698,239,4/18/2009 20:51,5,Saturday,April,2009,2009_April,18,@saalon
0,1556026907,Sat Apr 18 21:24:46 PDT 2009,NO_QUERY,zarazombie,@deasaurr http://tinyurl.com/d6x6yj this ,2601,213,4/18/2009 21:24,5,Saturday,April,2009,2009_April,18,@deasaurr
0,1556036691,Sat Apr 18 21:26:36 PDT 2009,NO_QUERY,amazingphoebe,/gets ready for work. ,866,48,4/18/2009 21:26,5,Saturday,April,2009,2009_April,18,work
0,1556138925,Sat Apr 18 21:46:31 PDT 2009,NO_QUERY,zarazombie,@deasaurr me too  awww,2938,222,4/18/2009 21:46,5,Saturday,April,2009,2009_April,18,@deasaurr
0,1556165576,Sat Apr 18 21:51:46 PDT 2009,NO_QUERY,DaisyFab,Damn! I love my Nigga. But how can I tell him his girl looks like the shit out my hamster's ass?? Its not even a joke ,2079,35,4/18/2009 21:51,5,Saturday,April,2009,2009_April,18,Nigga
0,1556330292,Sat Apr 18 22:25:49 PDT 2009,NO_QUERY,MissLaura317,@januarycrimson I don't want to go to bed  I want to talk to you &amp; the other KBitches! Rawr. Stupid sleep calling me...!,2091,121,4/18/2009 22:25,5,Saturday,April,2009,2009_April,18,@januarycrimson
0,1556397493,Sat Apr 18 22:40:54 PDT 2009,NO_QUERY,MissLaura317,@januarycrimson I think I may head to bed then. Sadness.  I never go to bed this early. lol Ily &amp; the girlies! &lt;3 And our son James. ;),1053,284,4/18/2009 22:40,5,Saturday,April,2009,2009_April,18,@januarycrimson
0,1556466099,Sat Apr 18 22:56:52 PDT 2009,NO_QUERY,willtompsett,@rjreid I'm up because my 3 year old son told me to be!  ...like he does everyday!,2300,163,4/18/2009 22:56,5,Saturday,April,2009,2009_April,18,son
0,1556526716,Sat Apr 18 23:11:28 PDT 2009,NO_QUERY,lizamtl,"@kboudit  im sorry! LOL damn, but i know how u feel... took me a while myself... trust me!!!",700,118,4/18/2009 23:11,5,Saturday,April,2009,2009_April,18,@kboudit
0,1556778355,Sun Apr 19 00:18:06 PDT 2009,NO_QUERY,Sims_Galore,god #F1 = boring at the moment ,775,19,4/19/2009 0:18,6,Sunday,April,2009,2009_April,19,god
0,1556906764,Sun Apr 19 00:57:00 PDT 2009,NO_QUERY,lovejonas_x,Have a good day everyone ...back to school 2mrw ,2769,276,4/19/2009 0:57,6,Sunday,April,2009,2009_April,19,everyone
0,1556939960,Sun Apr 19 01:07:24 PDT 2009,NO_QUERY,iamloz_JsPR,@iamwhoever favour ... can u write song title before u blip .. I can't tell off my iPhone ,1104,27,4/19/2009 1:07,6,Sunday,April,2009,2009_April,19,favour
0,1556950286,Sun Apr 19 01:10:47 PDT 2009,NO_QUERY,iamloz_JsPR,@stealthsbodygrd Sunday today blaahhh .. work tomoro so quiet night ,2767,96,4/19/2009 1:10,6,Sunday,April,2009,2009_April,19,@stealthsbodygrd
0,1557022984,Sun Apr 19 01:34:51 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek unless you want to go out? or you don't want to do anything?  well, your the one leaving, so...? :/ fbuewgbuer i love you too",1525,267,4/19/2009 1:34,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557135512,Sun Apr 19 02:12:52 PDT 2009,NO_QUERY,Tittch,@EverywhereTrip Fake deaths are very common online. I'd take it with a pinch of salt if I were you. It's not nice. ,264,148,4/19/2009 2:12,6,Sunday,April,2009,2009_April,19,deaths
0,1557135827,Sun Apr 19 02:12:59 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek babe, what did you do?!  I didn't want to get you angry at me ",2987,12,4/19/2009 2:12,6,Sunday,April,2009,2009_April,19,babe
0,1557158151,Sun Apr 19 02:21:05 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i did want you to stay, but after last night i'm all scared of pissing you off again  i don't want you to not like me again ",2214,214,4/19/2009 2:21,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557158523,Sun Apr 19 02:21:14 PDT 2009,NO_QUERY,scribblegurl,"@ODannyGirl7 but, those are my solid summertime views.  july/august is WAY too late. ",126,204,4/19/2009 2:21,6,Sunday,April,2009,2009_April,19,@ODannyGirl7
0,1557181176,Sun Apr 19 02:29:39 PDT 2009,NO_QUERY,maliajonas,cbf doing homework ! but i have to ,1832,264,4/19/2009 2:29,6,Sunday,April,2009,2009_April,19,cbf
0,1557181376,Sun Apr 19 02:29:43 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek everything i want you to say, would just be a lie  i love you too ",390,131,4/19/2009 2:29,6,Sunday,April,2009,2009_April,19,everything
0,1557200931,Sun Apr 19 02:36:48 PDT 2009,NO_QUERY,zarazombie,i need someone who can teach me how to make this http://tinyurl.com/cumeal ,281,205,4/19/2009 2:36,6,Sunday,April,2009,2009_April,19,someone
0,1557228054,Sun Apr 19 02:46:56 PDT 2009,NO_QUERY,maliajonas,gahh i hate homework !!! ,991,295,4/19/2009 2:46,6,Sunday,April,2009,2009_April,19,homework
0,1557235928,Sun Apr 19 02:50:03 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek i do believe you  i love you too ,1489,56,4/19/2009 2:50,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557254577,Sun Apr 19 02:57:23 PDT 2009,NO_QUERY,iamloz_JsPR,@iamwhoever - i wonder how many ppl right now are @replying with advice ....  .. say to them &quot;walk in my shoes&quot; ... no one can judge,2440,243,4/19/2009 2:57,6,Sunday,April,2009,2009_April,19,@iamwhoever
0,1557363382,Sun Apr 19 03:39:08 PDT 2009,NO_QUERY,docbaty,@maadonna My inbox is at 5; but the to-do list is over 30 ,650,109,4/19/2009 3:39,6,Sunday,April,2009,2009_April,19,@maadonna
0,1557457576,Sun Apr 19 04:14:07 PDT 2009,NO_QUERY,iamloz_JsPR,@iamwhoever -  ... that they do,1492,229,4/19/2009 4:14,6,Sunday,April,2009,2009_April,19,@iamwhoever
0,1557491960,Sun Apr 19 04:26:30 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i love you too sebby, how's your ankle? ",2603,237,4/19/2009 4:26,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557507583,Sun Apr 19 04:31:58 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek give me a time and i'll be there babe ,872,158,4/19/2009 4:31,6,Sunday,April,2009,2009_April,19,babe
0,1557563083,Sun Apr 19 04:51:24 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek it's not a sad thingggg ,323,281,4/19/2009 4:51,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557631486,Sun Apr 19 05:13:26 PDT 2009,NO_QUERY,maliajonas,@helenaanneh omg that's sooo good !  ahh i love them so much !!!,2449,244,4/19/2009 5:13,6,Sunday,April,2009,2009_April,19,@helenaanneh omg
0,1557657230,Sun Apr 19 05:21:36 PDT 2009,NO_QUERY,maliajonas,"@helenaanneh i know!! the more i see them, the more upset i get ",1774,199,4/19/2009 5:21,6,Sunday,April,2009,2009_April,19,@helenaanneh
0,1557658100,Sun Apr 19 05:21:53 PDT 2009,NO_QUERY,kyoisorange,@mayawesome Same.  WORD IS LOADING,2126,74,4/19/2009 5:21,6,Sunday,April,2009,2009_April,19,@mayawesome
0,1557695121,Sun Apr 19 05:33:11 PDT 2009,NO_QUERY,Boddingtons,@Sweet_Candii you smashed your pancakes ,2546,67,4/19/2009 5:33,6,Sunday,April,2009,2009_April,19,@Sweet_Candii
0,1557705186,Sun Apr 19 05:36:13 PDT 2009,NO_QUERY,pearlbones,trying to use the force to get the pan au chocolates over to the bed! ,1287,173,4/19/2009 5:36,6,Sunday,April,2009,2009_April,19,force
0,1557759209,Sun Apr 19 05:52:18 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i'm sorry, i'm a fuckhead (NNN) but anyway, i know your leaving so we wont fight  and if you don't see a point, them i wont ",11,83,4/19/2009 5:52,6,Sunday,April,2009,2009_April,19,fuckhead
0,1557762356,Sun Apr 19 05:53:15 PDT 2009,NO_QUERY,DominaCaffeine,Damn bead shop place is shut on Sundays so no beads  boo.  Also tooth ache has returned I am gonna have to be tortured tomorrow ,1110,60,4/19/2009 5:53,6,Sunday,April,2009,2009_April,19,bead shop place
0,1557774807,Sun Apr 19 05:56:46 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek i do, i'm sorry, i was just agitated and shit  if you want me there i'll be there, and i wont try &amp; fight with you anymore ",2604,195,4/19/2009 5:56,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557776772,Sun Apr 19 05:57:19 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek i understand ,342,116,4/19/2009 5:57,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557782051,Sun Apr 19 05:58:48 PDT 2009,NO_QUERY,kyoisorange,@laurzzzz Well. I had to get up at 12. My mumma woke me up. ,238,101,4/19/2009 5:58,6,Sunday,April,2009,2009_April,19,@laurzzzz Well
0,1557783205,Sun Apr 19 05:59:09 PDT 2009,NO_QUERY,pearlbones,i gots my side of the bed all crummy ,521,274,4/19/2009 5:59,6,Sunday,April,2009,2009_April,19,side
0,1557795845,Sun Apr 19 06:02:17 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek because of mum and dad fighting and stuff (N) okay sebby, i'll try my hardest  don't thank me, i'm an idiot ",1317,192,4/19/2009 6:02,6,Sunday,April,2009,2009_April,19,idiot
0,1557812270,Sun Apr 19 06:06:47 PDT 2009,NO_QUERY,amazingphoebe,"@sebby_peek yeah, i promise sebby (Y) yeah, i get that, but i do, i can't fight with you ",1069,278,4/19/2009 6:06,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557854718,Sun Apr 19 06:18:07 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek hmkay  i'm going to stab whats his face in a minute :/,2005,116,4/19/2009 6:18,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1557895122,Sun Apr 19 06:28:23 PDT 2009,NO_QUERY,kyoisorange,Being forced to go to Borders. ,2116,173,4/19/2009 6:28,6,Sunday,April,2009,2009_April,19,Borders
0,1557899790,Sun Apr 19 06:29:34 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek true  i hate fighting with you ,1113,73,4/19/2009 6:29,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1558022709,Sun Apr 19 06:58:57 PDT 2009,NO_QUERY,amazingphoebe,@sebby_peek no more fighting ,2762,192,4/19/2009 6:58,6,Sunday,April,2009,2009_April,19,@sebby_peek
0,1558043994,Sun Apr 19 07:03:27 PDT 2009,NO_QUERY,Boddingtons,@tsarnick yep - they have been losing tho... ,209,101,4/19/2009 7:03,6,Sunday,April,2009,2009_April,19,@tsarnick
0,1558181406,Sun Apr 19 07:32:45 PDT 2009,NO_QUERY,zarazombie,@anti_is_faggot TABI I'M BEGGING YOU ,2224,277,4/19/2009 7:32,6,Sunday,April,2009,2009_April,19,TABI
0,1558532058,Sun Apr 19 08:39:46 PDT 2009,NO_QUERY,vickyjones91,"@samm_xo same, shes amazing! i really wanted to see her at wembley with jonas, but i cant!  x",2317,127,4/19/2009 8:39,6,Sunday,April,2009,2009_April,19,@samm_xo
0,1559059185,Sun Apr 19 10:08:50 PDT 2009,NO_QUERY,emmaluxton,@rachmurrayX you fucker... I have 15 exams. Shittt.. ,2517,34,4/19/2009 10:08,6,Sunday,April,2009,2009_April,19,@rachmurrayX
0,1559069784,Sun Apr 19 10:10:32 PDT 2009,NO_QUERY,kyoisorange,@mayawesome Hmm. Sometimes. Depends what subject in Chem. But Chemistry comes under Science. I hate Science. Im awful at it ,2243,290,4/19/2009 10:10,6,Sunday,April,2009,2009_April,19,@mayawesome Hmm
0,1559099502,Sun Apr 19 10:15:23 PDT 2009,NO_QUERY,kyoisorange,@MaddieFoo I would. But i cant get my ds online? ,1331,175,4/19/2009 10:15,6,Sunday,April,2009,2009_April,19,@MaddieFoo
0,1559418332,Sun Apr 19 11:05:16 PDT 2009,NO_QUERY,zenjar,Why doesn't she love me ?  (via #zenjar ),1048,108,4/19/2009 11:05,6,Sunday,April,2009,2009_April,19,none
0,1559702523,Sun Apr 19 11:49:56 PDT 2009,NO_QUERY,vickyjones91,doesnt want school tomorrow  ew ew ew,528,16,4/19/2009 11:49,6,Sunday,April,2009,2009_April,19,school
0,1559735786,Sun Apr 19 11:55:04 PDT 2009,NO_QUERY,vickyjones91,need to have a shower finish my english essay and do my german questions :S bad times ,1247,155,4/19/2009 11:55,6,Sunday,April,2009,2009_April,19,shower finish
0,1559800481,Sun Apr 19 12:04:46 PDT 2009,NO_QUERY,kyoisorange,I hate how once they break up they don't get back together until like the last episode ,2052,215,4/19/2009 12:04,6,Sunday,April,2009,2009_April,19,episode
0,1559835166,Sun Apr 19 12:10:06 PDT 2009,NO_QUERY,Boddingtons,@RPatZHood the phillies...I am a season ticket holder....they are lookin like crap! ,668,121,4/19/2009 12:10,6,Sunday,April,2009,2009_April,19,@RPatZHood
0,1559929834,Sun Apr 19 12:24:42 PDT 2009,NO_QUERY,kyoisorange,@selenagomez I havent even seen it once yet. ,2204,110,4/19/2009 12:24,6,Sunday,April,2009,2009_April,19,@selenagomez
0,1563466252,Sun Apr 19 22:56:53 PDT 2009,NO_QUERY,caseysevenfold,@janabelle_xo The Mabo case ,40,26,4/19/2009 22:56,6,Sunday,April,2009,2009_April,19,@janabelle_xo
0,1563504300,Sun Apr 19 23:05:24 PDT 2009,NO_QUERY,gerrymoth,I've just eaten 1/2 my lunch and its only 7am ,2684,48,4/19/2009 23:05,6,Sunday,April,2009,2009_April,19,lunch
0,1563514043,Sun Apr 19 23:07:40 PDT 2009,NO_QUERY,Celz29,attempting to read harry potter and half blood prince again.. i got to da middle of chapter 5 last time... so hard since twilight! ,1047,2,4/19/2009 23:07,6,Sunday,April,2009,2009_April,19,harry potter
0,1563572459,Sun Apr 19 23:21:26 PDT 2009,NO_QUERY,pearlbones,I just freaked because its so sunny-i thought it was like 12 n we miss our bus hahaa ,1587,128,4/19/2009 23:21,6,Sunday,April,2009,2009_April,19,bus hahaa
0,1563610664,Sun Apr 19 23:30:40 PDT 2009,NO_QUERY,normaltusker,working on the tax computation sheet! the break up calculation is one hell! ,2680,188,4/19/2009 23:30,6,Sunday,April,2009,2009_April,19,break up calculation
0,1563734375,Mon Apr 20 00:01:57 PDT 2009,NO_QUERY,caseysevenfold,"@GyroscopeMusic Hell yes wooo! Mannn I want to see you live again, but I have to fucking work on the back you go to Brissy with TLE ",1852,10,4/20/2009 0:01,0,Monday,April,2009,2009_April,20,@GyroscopeMusic Hell
0,1563735005,Mon Apr 20 00:02:06 PDT 2009,NO_QUERY,lovejonas_x,@ddlovato have a great day Demi i have school  haha x,1286,155,4/20/2009 0:02,0,Monday,April,2009,2009_April,20,@ddlovato
0,1563735765,Mon Apr 20 00:02:18 PDT 2009,NO_QUERY,caseysevenfold,"@GyroscopeMusic Hell yes wooo! Mannn I want to see you live again, but I have to fucking work on the day you go to Brissy with TLE ",510,270,4/20/2009 0:02,0,Monday,April,2009,2009_April,20,@GyroscopeMusic Hell
0,1563846303,Mon Apr 20 00:32:02 PDT 2009,NO_QUERY,MissXu,"is nostalgic, some of my happiest moments were born here, I miss u Netscape.  http://twitpic.com/3naqf",1878,156,4/20/2009 0:32,0,Monday,April,2009,2009_April,20,Netscape
0,1563860306,Mon Apr 20 00:36:03 PDT 2009,NO_QUERY,willtompsett,@danblank000 Seems like more than one sometimes ,749,146,4/20/2009 0:36,0,Monday,April,2009,2009_April,20,@danblank000
0,1563896205,Mon Apr 20 00:46:02 PDT 2009,NO_QUERY,pearlbones,i'm up for a big box from krispy kreme &amp; tesco pasta pot. IM SOO EXCITED FOR THIS BUS JORNEY ,1897,209,4/20/2009 0:46,0,Monday,April,2009,2009_April,20,pasta pot
0,1563975676,Mon Apr 20 01:08:35 PDT 2009,NO_QUERY,Itxi_Itx,Bad news: they might have to lift my whole floor to renew this friggin' beam! Fingers crossed it ends in my hallway! ,2941,259,4/20/2009 1:08,0,Monday,April,2009,2009_April,20,news
0,1564098728,Mon Apr 20 01:46:04 PDT 2009,NO_QUERY,willtompsett,@salandpepper Being just a father and husband I don't really get a vote ,2656,129,4/20/2009 1:46,0,Monday,April,2009,2009_April,20,@salandpepper
0,1564137849,Mon Apr 20 01:58:15 PDT 2009,NO_QUERY,PaterzAttack,Have to leave at 8 tomorrow morning... ,1111,267,4/20/2009 1:58,0,Monday,April,2009,2009_April,20,
0,1564297701,Mon Apr 20 02:47:44 PDT 2009,NO_QUERY,normaltusker,@gautamghosh could possibly be so! i mean how do we know which indian celebrity is online for real! could be very much fake! ,1203,166,4/20/2009 2:47,0,Monday,April,2009,2009_April,20,@gautamghosh
0,1564314826,Mon Apr 20 02:52:58 PDT 2009,NO_QUERY,normaltusker,@Suksy yeah buddy!!! that is what is the feeling sometimes! so many responsibilities!!! ,1264,196,4/20/2009 2:52,0,Monday,April,2009,2009_April,20,@Suksy
0,1564413992,Mon Apr 20 03:22:37 PDT 2009,NO_QUERY,pearlbones,daddy gee is annoyed I never got him a top ,1517,67,4/20/2009 3:22,0,Monday,April,2009,2009_April,20,daddy gee
0,1564537175,Mon Apr 20 03:57:07 PDT 2009,NO_QUERY,normaltusker,@cruisemaniac this fellow wants some water fun too!! i told him that seriously 7k was too less to organize! he won't listen! ,2568,82,4/20/2009 3:57,0,Monday,April,2009,2009_April,20,@cruisemaniac
0,1564582291,Mon Apr 20 04:08:23 PDT 2009,NO_QUERY,gerrymoth,"Out a drive in the countryside stuck behind a tractor pulling a trailer full of manure, oh the joy! ",1080,269,4/20/2009 4:08,0,Monday,April,2009,2009_April,20,drive
